headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
Hamas Is Expected to Release 8 Israeli and Thai Hostages,2025-01-29,"['Hamas', 'Is', 'Expected', 'to', 'Release', '8', 'Israeli', 'and', 'Thai', 'Hostages']","['Hamas', 'Is', 'Expected', 'to', 'Release', '8', 'Israeli', 'and', 'Thai', 'Hostages']",nyt,passive,1.0,Israeli suffering,hamas,0,Hamas,2025-01-27,passive
"He Survived 15 Months of War in Gaza, Then Died as Cease-Fire Neared",2025-01-29,"['He', 'Survived', '15', 'Months', 'of', 'War', 'in', 'Gaza,', 'Then', 'Died', 'as', 'Cease-Fire', 'Neared']","['He', 'Survived', '15', 'Months', 'of', 'War', 'in', 'Gaza,', 'Then', 'Died', 'a', 'Cease-Fire', 'Neared']",nyt,active,0.0,Palestinian suffering,none,1,Israel,2025-01-27,active
A Closer Look at 3 Israeli Hostages Released Thursday,2025-01-30,"['A', 'Closer', 'Look', 'at', '3', 'Israeli', 'Hostages', 'Released', 'Thursday']","['A', 'Closer', 'Look', 'at', '3', 'Israeli', 'Hostages', 'Released', 'Thursday']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-01-27,active
"In Thailand, Faraway Vigil for Hostages Ends in Happy Tears",2025-01-30,"['In', 'Thailand,', 'Faraway', 'Vigil', 'for', 'Hostages', 'Ends', 'in', 'Happy', 'Tears']","['In', 'Thailand,', 'Faraway', 'Vigil', 'for', 'Hostages', 'Ends', 'in', 'Happy', 'Tears']",nyt,unclear,2.0,Other suffering,none,0,Other,2025-01-27,active
Israeli Hostages Released in a Chaotic Handover in Southern Gaza,2025-01-30,"['Israeli', 'Hostages', 'Released', 'in', 'a', 'Chaotic', 'Handover', 'in', 'Southern', 'Gaza']","['Israeli', 'Hostages', 'Released', 'in', 'a', 'Chaotic', 'Handover', 'in', 'Southern', 'Gaza']",nyt,active,1.0,Israeli suffering,none,0,Hamas,2025-01-27,passive
"Muhammad Deif, Hamas Military Commander in Gaza, Is Dead",2025-01-30,"['Muhammad', 'Deif,', 'Hamas', 'Military', 'Commander', 'in', 'Gaza,', 'Is', 'Dead']","['Muhammad', 'Deif,', 'Hamas', 'Military', 'Commander', 'in', 'Gaza,', 'Is', 'Dead']",nyt,unclear,0.0,Palestinian suffering,"muhammad deif, hamas military commander",0,Other,2025-01-27,passive
Israel Frees Palestinian Prisoners After Chaotic Hostage Handover,2025-01-30,"['Israel', 'Frees', 'Palestinian', 'Prisoners', 'After', 'Chaotic', 'Hostage', 'Handover']","['Israel', 'Frees', 'Palestinian', 'Prisoners', 'After', 'Chaotic', 'Hostage', 'Handover']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2025-01-27,active
Hamas Names 3 Hostages It Says Will Be Freed This Weekend,2025-01-31,"['Hamas', 'Names', '3', 'Hostages', 'It', 'Says', 'Will', 'Be', 'Freed', 'This', 'Weekend']","['Hamas', 'Names', '3', 'Hostages', 'It', 'Says', 'Will', 'Be', 'Freed', 'This', 'Weekend']",nyt,passive,1.0,Israeli suffering,hamas,0,Hamas,2025-01-27,active
Gaza’s Border Crossing With Egypt Reopening to Let Sick and Wounded Leave,2025-01-31,"['Gaza’s', 'Border', 'Crossing', 'With', 'Egypt', 'Reopening', 'to', 'Let', 'Sick', 'and', 'Wounded', 'Leave']","['Gaza’s', 'Border', 'Crossing', 'With', 'Egypt', 'Reopening', 'to', 'Let', 'Sick', 'and', 'Wounded', 'Leave']",nyt,active,0.0,Palestinian suffering,none,0,Other,2025-01-27,active
A Closer Look at 3 Hostages Released Saturday,2025-02-01,"['A', 'Closer', 'Look', 'at', '3', 'Hostages', 'Released', 'Saturday']","['A', 'Closer', 'Look', 'at', '3', 'Hostages', 'Released', 'Saturday']",nyt,unclear,,No suffering described,none,0,Hamas,2025-01-27,active
American-Israeli Hostage Is Released Under Truce Deal,2025-02-01,"['American-Israeli', 'Hostage', 'Is', 'Released', 'Under', 'Truce', 'Deal']","['American-Israeli', 'Hostage', 'Is', 'Released', 'Under', 'Truce', 'Deal']",nyt,passive,1.0,Israeli suffering,none,0,Hamas,2025-01-27,passive
Wounded Gazans Begin to Leave for Egypt Through Reopened Rafah Crossing,2025-02-01,"['Wounded', 'Gazans', 'Begin', 'to', 'Leave', 'for', 'Egypt', 'Through', 'Reopened', 'Rafah', 'Crossing']","['Wounded', 'Gazans', 'Begin', 'to', 'Leave', 'for', 'Egypt', 'Through', 'Reopened', 'Rafah', 'Crossing']",nyt,active,0.0,Palestinian suffering,none,0,Other,2025-01-27,active
Israel and Hamas Exchange 3 Hostages and More Than 180 Prisoners,2025-02-01,"['Israel', 'and', 'Hamas', 'Exchange', '3', 'Hostages', 'and', 'More', 'Than', '180', 'Prisoners']","['Israel', 'and', 'Hamas', 'Exchange', '3', 'Hostages', 'and', 'More', 'Than', '180', 'Prisoners']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2025-01-27,active
"As Israel Expands West Bank Operation, Two Soldiers Are Killed",2025-02-04,"['As', 'Israel', 'Expands', 'West', 'Bank', 'Operation,', 'Two', 'Soldiers', 'Are', 'Killed']","['As', 'Israel', 'Expands', 'West', 'Bank', 'Operation,', 'Two', 'Soldiers', 'Are', 'Killed']",nyt,passive,1.0,Israeli suffering,israel,1,Israel,2025-02-03,active
Hamas Names 3 Hostages to Be Released in Next Cease-Fire Exchange,2025-02-07,"['Hamas', 'Names', '3', 'Hostages', 'to', 'Be', 'Released', 'in', 'Next', 'Cease-Fire', 'Exchange']","['Hamas', 'Names', '3', 'Hostages', 'to', 'Be', 'Released', 'in', 'Next', 'Cease-Fire', 'Exchange']",nyt,passive,1.0,Israeli suffering,hamas,0,Hamas,2025-02-03,active
Three Israeli Hostages Are Released for 183 Palestinian Prisoners,2025-02-08,"['Three', 'Israeli', 'Hostages', 'Are', 'Released', 'for', '183', 'Palestinian', 'Prisoners']","['Three', 'Israeli', 'Hostages', 'Are', 'Released', 'for', '183', 'Palestinian', 'Prisoners']",nyt,passive,1.0,Israeli suffering,none,0,Israel,2025-02-03,passive
Here’s a Look at the 3 Israeli Hostages Freed Saturday,2025-02-08,"['Here’s', 'a', 'Look', 'at', 'the', '3', 'Israeli', 'Hostages', 'Freed', 'Saturday']","['Here’s', 'a', 'Look', 'at', 'the', '3', 'Israeli', 'Hostages', 'Freed', 'Saturday']",nyt,active,1.0,Israeli suffering,none,0,Hamas,2025-02-03,active
Hamas Makes Gaunt Israeli Hostages Thank Captors Before Release,2025-02-08,"['Hamas', 'Makes', 'Gaunt', 'Israeli', 'Hostages', 'Thank', 'Captors', 'Before', 'Release']","['Hamas', 'Makes', 'Gaunt', 'Israeli', 'Hostages', 'Thank', 'Captors', 'Before', 'Release']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-02-03,active
Happy Tears as 5 Thai Hostages Return Home From Gaza,2025-02-09,"['Happy', 'Tears', 'as', '5', 'Thai', 'Hostages', 'Return', 'Home', 'From', 'Gaza']","['Happy', 'Tears', 'a', '5', 'Thai', 'Hostages', 'Return', 'Home', 'From', 'Gaza']",nyt,unclear,2.0,Other suffering,none,0,Hamas,2025-02-03,passive
"‘Dad, I Came Back Alive!’ Israeli Hostages Start to Give Glimpses of Ordeal.",2025-02-09,"['‘Dad,', 'I', 'Came', 'Back', 'Alive!’', 'Israeli', 'Hostages', 'Start', 'to', 'Give', 'Glimpses', 'of', 'Ordeal.']","['‘Dad,', 'I', 'Came', 'Back', 'Alive!’', 'Israeli', 'Hostages', 'Start', 'to', 'Give', 'Glimpses', 'of', 'Ordeal.']",nyt,active,1.0,Israeli suffering,none,0,Hamas,2025-02-03,active
Israeli Hostages’ Accounts of Abuse Raise Alarms for Remaining Captives,2025-02-10,"['Israeli', 'Hostages’', 'Accounts', 'of', 'Abuse', 'Raise', 'Alarms', 'for', 'Remaining', 'Captives']","['Israeli', 'Hostages’', 'Accounts', 'of', 'Abuse', 'Raise', 'Alarms', 'for', 'Remaining', 'Captives']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-02-10,passive
Trump Wants to Clear Bombs From Gaza. He’s Sidelined Groups That Would Do It.,2025-02-10,"['Trump', 'Wants', 'to', 'Clear', 'Bombs', 'From', 'Gaza.', 'He’s', 'Sidelined', 'Groups', 'That', 'Would', 'Do', 'It.']","['Trump', 'Wants', 'to', 'Clear', 'Bombs', 'From', 'Gaza.', 'He’s', 'Sidelined', 'Groups', 'That', 'Would', 'Do', 'It.']",nyt,active,0.0,Palestinian suffering,trump,0,Other,2025-02-10,active
Hamas Postpones Release of More Hostages ‘Until Further Notice’,2025-02-10,"['Hamas', 'Postpones', 'Release', 'of', 'More', 'Hostages', '‘Until', 'Further', 'Notice’']","['Hamas', 'Postpones', 'Release', 'of', 'More', 'Hostages', '‘Until', 'Further', 'Notice’']",nyt,unclear,,No suffering described,hamas,0,Hamas,2025-02-10,active
Netanyahu Vows to Resume ‘Intense Fighting’ in Gaza if Hostages Are Not Released Saturday,2025-02-11,"['Netanyahu', 'Vows', 'to', 'Resume', '‘Intense', 'Fighting’', 'in', 'Gaza', 'if', 'Hostages', 'Are', 'Not', 'Released', 'Saturday']","['Netanyahu', 'Vows', 'to', 'Resume', '‘Intense', 'Fighting’', 'in', 'Gaza', 'if', 'Hostages', 'Are', 'Not', 'Released', 'Saturday']",nyt,passive,1.0,Israeli suffering,netanyahu,0,Israel,2025-02-10,active
Hamas Says It’s Ready to Resume Hostage Releases,2025-02-13,"['Hamas', 'Says', 'It’s', 'Ready', 'to', 'Resume', 'Hostage', 'Releases']","['Hamas', 'Says', 'It’s', 'Ready', 'to', 'Resume', 'Hostage', 'Releases']",nyt,active,,No suffering described,hamas,0,Hamas,2025-02-10,active
Tensions Mount in Lebanon as Deadline Nears for Israeli Withdrawal,2025-02-14,"['Tensions', 'Mount', 'in', 'Lebanon', 'as', 'Deadline', 'Nears', 'for', 'Israeli', 'Withdrawal']","['Tensions', 'Mount', 'in', 'Lebanon', 'a', 'Deadline', 'Nears', 'for', 'Israeli', 'Withdrawal']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2025-02-10,active
"With Fighting Stilled, Gazans Face New Trauma: Searching for Their Dead",2025-02-14,"['With', 'Fighting', 'Stilled,', 'Gazans', 'Face', 'New', 'Trauma:', 'Searching', 'for', 'Their', 'Dead']","['With', 'Fighting', 'Stilled,', 'Gazans', 'Face', 'New', 'Trauma:', 'Searching', 'for', 'Their', 'Dead']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2025-02-10,active
Hamas Names Hostages Set for Release on Saturday,2025-02-14,"['Hamas', 'Names', 'Hostages', 'Set', 'for', 'Release', 'on', 'Saturday']","['Hamas', 'Names', 'Hostages', 'Set', 'for', 'Release', 'on', 'Saturday']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-02-10,active
Quote of the Day: Harrowing New Task in Gaza: Scouring the Rubble for the Dead,2025-02-15,"['Quote', 'of', 'the', 'Day:', 'Harrowing', 'New', 'Task', 'in', 'Gaza:', 'Scouring', 'the', 'Rubble', 'for', 'the', 'Dead']","['Quote', 'of', 'the', 'Day:', 'Harrowing', 'New', 'Task', 'in', 'Gaza:', 'Scouring', 'the', 'Rubble', 'for', 'the', 'Dead']",nyt,unclear,0.0,Palestinian suffering,none,0,Israel,2025-02-10,active
A Closer Look at the 3 Hostages Freed by Hamas,2025-02-15,"['A', 'Closer', 'Look', 'at', 'the', '3', 'Hostages', 'Freed', 'by', 'Hamas']","['A', 'Closer', 'Look', 'at', 'the', '3', 'Hostages', 'Freed', 'by', 'Hamas']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-02-10,active
Relief in Israel as Newly Released Hostages Appear to Be in Better Shape,2025-02-15,"['Relief', 'in', 'Israel', 'as', 'Newly', 'Released', 'Hostages', 'Appear', 'to', 'Be', 'in', 'Better', 'Shape']","['Relief', 'in', 'Israel', 'a', 'Newly', 'Released', 'Hostages', 'Appear', 'to', 'Be', 'in', 'Better', 'Shape']",nyt,active,1.0,Israeli suffering,none,0,Other,2025-02-10,active
Israeli Hostages and Palestinian Prisoners Released in Sixth Swap,2025-02-15,"['Israeli', 'Hostages', 'and', 'Palestinian', 'Prisoners', 'Released', 'in', 'Sixth', 'Swap']","['Israeli', 'Hostages', 'and', 'Palestinian', 'Prisoners', 'Released', 'in', 'Sixth', 'Swap']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2025-02-10,passive
"As Deadline for Withdrawal Passes, Israel Remains in Parts of Southern Lebanon",2025-02-18,"['As', 'Deadline', 'for', 'Withdrawal', 'Passes,', 'Israel', 'Remains', 'in', 'Parts', 'of', 'Southern', 'Lebanon']","['As', 'Deadline', 'for', 'Withdrawal', 'Passes,', 'Israel', 'Remains', 'in', 'Parts', 'of', 'Southern', 'Lebanon']",nyt,active,1.0,Israeli suffering,israel,0,Israel,2025-02-17,active
"Two Tiny Captives, Symbols of Hostage Crisis, to Go Home Dead, Hamas Says",2025-02-18,"['Two', 'Tiny', 'Captives,', 'Symbols', 'of', 'Hostage', 'Crisis,', 'to', 'Go', 'Home', 'Dead,', 'Hamas', 'Says']","['Two', 'Tiny', 'Captives,', 'Symbols', 'of', 'Hostage', 'Crisis,', 'to', 'Go', 'Home', 'Dead,', 'Hamas', 'Says']",nyt,active,0.0,Palestinian suffering,hamas,0,Hamas,2025-02-17,passive
Israeli Military Prosecutor Charges Five Reservists With Abuse of Detainee,2025-02-19,"['Israeli', 'Military', 'Prosecutor', 'Charges', 'Five', 'Reservists', 'With', 'Abuse', 'of', 'Detainee']","['Israeli', 'Military', 'Prosecutor', 'Charges', 'Five', 'Reservists', 'With', 'Abuse', 'of', 'Detainee']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2025-02-17,active
"With Coffins and Taunts, Hamas Hands Dead Hostages to Israel",2025-02-20,"['With', 'Coffins', 'and', 'Taunts,', 'Hamas', 'Hands', 'Dead', 'Hostages', 'to', 'Israel']","['With', 'Coffins', 'and', 'Taunts,', 'Hamas', 'Hands', 'Dead', 'Hostages', 'to', 'Israel']",nyt,unclear,1.0,Israeli suffering,hamas,0,Hamas,2025-02-17,active
"Promised Closure, Israel Awakes to New Shock in Bibas Family Tragedy",2025-02-20,"['Promised', 'Closure,', 'Israel', 'Awakes', 'to', 'New', 'Shock', 'in', 'Bibas', 'Family', 'Tragedy']","['Promised', 'Closure,', 'Israel', 'Awakes', 'to', 'New', 'Shock', 'in', 'Bibas', 'Family', 'Tragedy']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2025-02-17,active
Hamas Failed to Return the Body of a Hostage. What Now?,2025-02-21,"['Hamas', 'Failed', 'to', 'Return', 'the', 'Body', 'of', 'a', 'Hostage.', 'What', 'Now?']","['Hamas', 'Failed', 'to', 'Return', 'the', 'Body', 'of', 'a', 'Hostage.', 'What', 'Now?']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-02-17,active
"As Truce Talks Stall, Fears Mount for Israeli Hostages in Gaza After 500 Days",2025-02-21,"['As', 'Truce', 'Talks', 'Stall,', 'Fears', 'Mount', 'for', 'Israeli', 'Hostages', 'in', 'Gaza', 'After', '500', 'Days']","['As', 'Truce', 'Talks', 'Stall,', 'Fears', 'Mount', 'for', 'Israeli', 'Hostages', 'in', 'Gaza', 'After', '500', 'Days']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-02-17,active
A Closer Look at the 6 Freed Israeli Hostages,2025-02-22,"['A', 'Closer', 'Look', 'at', 'the', '6', 'Freed', 'Israeli', 'Hostages']","['A', 'Closer', 'Look', 'at', 'the', '6', 'Freed', 'Israeli', 'Hostages']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2025-02-17,active
"Officer Killed Responding to Hostage-Taking at a Pennsylvania Hospital, Officials Say",2025-02-22,"['Officer', 'Killed', 'Responding', 'to', 'Hostage-Taking', 'at', 'a', 'Pennsylvania', 'Hospital,', 'Officials', 'Say']","['Officer', 'Killed', 'Responding', 'to', 'Hostage-Taking', 'at', 'a', 'Pennsylvania', 'Hospital,', 'Officials', 'Say']",nyt,active,2.0,Other suffering,none,1,Other,2025-02-17,passive
Hamas Frees 6 Hostages and Returns Remains of Shiri Bibas,2025-02-22,"['Hamas', 'Frees', '6', 'Hostages', 'and', 'Returns', 'Remains', 'of', 'Shiri', 'Bibas']","['Hamas', 'Frees', '6', 'Hostages', 'and', 'Returns', 'Remains', 'of', 'Shiri', 'Bibas']",nyt,unclear,1.0,Israeli suffering,hamas,0,Hamas,2025-02-17,active
Hamas Frees 6 Hostages as Israel Delays Palestinian Prisoner Release,2025-02-23,"['Hamas', 'Frees', '6', 'Hostages', 'as', 'Israel', 'Delays', 'Palestinian', 'Prisoner', 'Release']","['Hamas', 'Frees', '6', 'Hostages', 'a', 'Israel', 'Delays', 'Palestinian', 'Prisoner', 'Release']",nyt,active,0.0,Palestinian suffering,hamas,0,Hamas,2025-02-17,active
Hamas Official Expresses Reservations About Oct. 7 Attack on Israel,2025-02-24,"['Hamas', 'Official', 'Expresses', 'Reservations', 'About', 'Oct.', '7', 'Attack', 'on', 'Israel']","['Hamas', 'Official', 'Expresses', 'Reservations', 'About', 'Oct.', '7', 'Attack', 'on', 'Israel']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-02-24,active
Thursday Briefing: An Israel-Hamas Hostage Exchange,2025-02-26,"['Thursday', 'Briefing:', 'An', 'Israel-Hamas', 'Hostage', 'Exchange']","['Thursday', 'Briefing:', 'An', 'Israel-Hamas', 'Hostage', 'Exchange']",nyt,unclear,,No suffering described,none,0,Other,2025-02-24,active
Who Are the Deceased Hostages Hamas Said It Handed Over to Israel?,2025-02-26,"['Who', 'Are', 'the', 'Deceased', 'Hostages', 'Hamas', 'Said', 'It', 'Handed', 'Over', 'to', 'Israel?']","['Who', 'Are', 'the', 'Deceased', 'Hostages', 'Hamas', 'Said', 'It', 'Handed', 'Over', 'to', 'Israel?']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-02-24,active
Couple Had to Sit Next to Body After Woman Died Midflight,2025-02-26,"['Couple', 'Had', 'to', 'Sit', 'Next', 'to', 'Body', 'After', 'Woman', 'Died', 'Midflight']","['Couple', 'Had', 'to', 'Sit', 'Next', 'to', 'Body', 'After', 'Woman', 'Died', 'Midflight']",nyt,active,2.0,Other suffering,none,1,Other,2025-02-24,active
Israel and Hamas Exchange Prisoners and Hostage Remains,2025-02-26,"['Israel', 'and', 'Hamas', 'Exchange', 'Prisoners', 'and', 'Hostage', 'Remains']","['Israel', 'and', 'Hamas', 'Exchange', 'Prisoners', 'and', 'Hostage', 'Remains']",nyt,unclear,,No suffering described,none,0,Other,2025-02-24,active
‘The Accidental Getaway Driver’ Review: Hostage to the Past,2025-02-27,"['‘The', 'Accidental', 'Getaway', 'Driver’', 'Review:', 'Hostage', 'to', 'the', 'Past']","['‘The', 'Accidental', 'Getaway', 'Driver’', 'Review:', 'Hostage', 'to', 'the', 'Past']",nyt,unclear,2.0,Other suffering,none,0,Other,2025-02-24,active
Palestinian Prisoners Released in Hostage Swap With Israel,2025-02-27,"['Palestinian', 'Prisoners', 'Released', 'in', 'Hostage', 'Swap', 'With', 'Israel']","['Palestinian', 'Prisoners', 'Released', 'in', 'Hostage', 'Swap', 'With', 'Israel']",nyt,unclear,0.0,Palestinian suffering,none,0,Israel,2025-02-24,passive
"Released From Hamas Captivity, a Hostage Finds His Family Gone",2025-03-03,"['Released', 'From', 'Hamas', 'Captivity,', 'a', 'Hostage', 'Finds', 'His', 'Family', 'Gone']","['Released', 'From', 'Hamas', 'Captivity,', 'a', 'Hostage', 'Finds', 'His', 'Family', 'Gone']",nyt,active,1.0,Israeli suffering,hamas,0,Hamas,2025-03-03,active
Israel Says It Killed Local Hamas Commander in West Bank,2025-03-04,"['Israel', 'Says', 'It', 'Killed', 'Local', 'Hamas', 'Commander', 'in', 'West', 'Bank']","['Israel', 'Says', 'It', 'Killed', 'Local', 'Hamas', 'Commander', 'in', 'West', 'Bank']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2025-03-03,active
‘We Pray Famine Doesn’t Return’: Gazans React to Israel’s Halt of Aid,2025-03-04,"['‘We', 'Pray', 'Famine', 'Doesn’t', 'Return’:', 'Gazans', 'React', 'to', 'Israel’s', 'Halt', 'of', 'Aid']","['‘We', 'Pray', 'Famine', 'Doesn’t', 'Return’:', 'Gazans', 'React', 'to', 'Israel’s', 'Halt', 'of', 'Aid']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2025-03-03,active
"U.S. and Hamas Hold Direct Talks on Hostages in Gaza, Officials Say",2025-03-05,"['U.S.', 'and', 'Hamas', 'Hold', 'Direct', 'Talks', 'on', 'Hostages', 'in', 'Gaza,', 'Officials', 'Say']","['U.S.', 'and', 'Hamas', 'Hold', 'Direct', 'Talks', 'on', 'Hostages', 'in', 'Gaza,', 'Officials', 'Say']",nyt,active,,No suffering described,u.s. and hamas,0,Other,2025-03-03,active
Trump Gives ‘Last Warning’ to Hamas: Release Hostages or Face Annihilation,2025-03-06,"['Trump', 'Gives', '‘Last', 'Warning’', 'to', 'Hamas:', 'Release', 'Hostages', 'or', 'Face', 'Annihilation']","['Trump', 'Gives', '‘Last', 'Warning’', 'to', 'Hamas:', 'Release', 'Hostages', 'or', 'Face', 'Annihilation']",nyt,unclear,,No suffering described,trump,0,Other,2025-03-03,active
A Hamas Leader’s Release From Prison Reopens Old Wounds in Israel,2025-03-07,"['A', 'Hamas', 'Leader’s', 'Release', 'From', 'Prison', 'Reopens', 'Old', 'Wounds', 'in', 'Israel']","['A', 'Hamas', 'Leader’s', 'Release', 'From', 'Prison', 'Reopens', 'Old', 'Wounds', 'in', 'Israel']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2025-03-03,active
"Gaza War Led to Deaths of More Than 3 Dozen Hostages, Officials Say",2025-03-08,"['Gaza', 'War', 'Led', 'to', 'Deaths', 'of', 'More', 'Than', '3', 'Dozen', 'Hostages,', 'Officials', 'Say']","['Gaza', 'War', 'Led', 'to', 'Deaths', 'of', 'More', 'Than', '3', 'Dozen', 'Hostages,', 'Officials', 'Say']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2025-03-03,passive
Immigration Authorities Arrest Pro-Palestinian Activist at Columbia,2025-03-09,"['Immigration', 'Authorities', 'Arrest', 'Pro-Palestinian', 'Activist', 'at', 'Columbia']","['Immigration', 'Authorities', 'Arrest', 'Pro-Palestinian', 'Activist', 'at', 'Columbia']",nyt,active,0.0,Palestinian suffering,immigration authorities,0,Other,2025-03-03,active
"A Murder Mystery in the West Bank, With an Unlikely Duo on the Case",2025-03-11,"['A', 'Murder', 'Mystery', 'in', 'the', 'West', 'Bank,', 'With', 'an', 'Unlikely', 'Duo', 'on', 'the', 'Case']","['A', 'Murder', 'Mystery', 'in', 'the', 'West', 'Bank,', 'With', 'an', 'Unlikely', 'Duo', 'on', 'the', 'Case']",nyt,unclear,,No suffering described,none,1,Other,2025-03-10,active
Protests Break Out Following Arrest of Palestinian Activist,2025-03-11,"['Protests', 'Break', 'Out', 'Following', 'Arrest', 'of', 'Palestinian', 'Activist']","['Protests', 'Break', 'Out', 'Following', 'Arrest', 'of', 'Palestinian', 'Activist']",nyt,active,0.0,Palestinian suffering,none,0,Other,2025-03-10,active
Israel-Hamas Talks Deadlocked as Trump Envoy Turns to Ukraine,2025-03-13,"['Israel-Hamas', 'Talks', 'Deadlocked', 'as', 'Trump', 'Envoy', 'Turns', 'to', 'Ukraine']","['Israel-Hamas', 'Talks', 'Deadlocked', 'a', 'Trump', 'Envoy', 'Turns', 'to', 'Ukraine']",nyt,active,,No suffering described,none,0,Other,2025-03-10,active
